Person1,Aspect,Person2,Score,Harmonious Keyword,Compatibility Category,Challenges Keyword,Incompatibility Category
Venus,60,Venus,2,Sense of Humor,Intellectual_Connection,,
Venus,60,Venus,2,Personality Traits,Interaction,,
Venus,90,Venus,-2,,,Resentment,Respect
Venus,90,Venus,-2,,,Reserved,Interaction
Venus,90,Venus,-2,,,Lack of Support,Emotional_Connection
Venus,90,Venus,-2,,,Differing Sense of Humor,Intellectual_Connection
Venus,90,Venus,-2,,,Differing Values,Intellectual_Connection
Venus,90,Venus,-2,Chemistry,Emotional_Connection,,
Venus,120,Venus,3,Shared Goals,Intellectual_Connection,,
Venus,120,Venus,3,Sense of Humor,Intellectual_Connection,,
Venus,120,Venus,3,Personality Traits,Interaction,,
Venus,180,Venus,1,Shared Values,Intellectual_Connection,,
Venus,0,Jupiter,2,Personality Traits,Interaction,,
Venus,0,Jupiter,2,Openness,Interaction,,
Venus,0,Jupiter,2,Mutual Support,Emotional_Connection,,
Venus,0,Jupiter,2,Shared Goals,Intellectual_Connection,,
Venus,0,Jupiter,2,,,Codependency,Emotional_Connection
Venus,60,Jupiter,2,Personality Traits,Interaction,,
Venus,60,Jupiter,2,Openness,Interaction,,
Venus,60,Jupiter,2,Shared Values,Intellectual_Connection,,
Venus,60,Jupiter,2,Forgiveness,Respect,,
Venus,60,Jupiter,2,,,Disregard for Boundaries,Respect
Venus,90,Jupiter,-1,,,Reserved,Interaction
Venus,90,Jupiter,-1,,,Lack of Support,Emotional_Connection
Venus,120,Jupiter,2,Personality Traits,Interaction,,
Venus,120,Jupiter,2,Openness,Interaction,,
Venus,120,Jupiter,2,Gratitude,Sincerity,,
Venus,120,Jupiter,2,Loyalty,Sincerity,,
Venus,120,Jupiter,2,Honesty,Sincerity,,
Venus,180,Jupiter,1,Chemistry,Emotional_Connection,,
Venus,0,Saturn,-1,,,Criticism,Respect
Venus,60,Saturn,1,Time Together,Commitment,,
Venus,60,Saturn,1,Boundaries,Respect,,
Venus,90,Saturn,-3,,,Differing Sense of Humor,Intellectual_Connection
Venus,90,Saturn,-3,,,Lack of Support,Emotional_Connection
Venus,90,Saturn,-3,,,Lack of Trust,Commitment
Venus,90,Saturn,-3,,,Indifference,Emotional_Connection
Venus,120,Saturn,1,Trust,Commitment,,
Venus,120,Saturn,1,Gratitude,Sincerity,,
Venus,180,Saturn,-1,,,Criticism,Respect
Venus,0,Uranus,-1,,,Differing Interests,Intellectual_Connection
Venus,60,Uranus,1,Sense of Humor,Intellectual_Connection,,
Venus,60,Uranus,1,Shared Goals,Intellectual_Connection,,
Venus,90,Uranus,-1,,,Lack of Trust,Commitment
Venus,90,Uranus,-1,,,Neglect,Commitment
Venus,120,Uranus,1,Sense of Humor,Intellectual_Connection,,
Venus,120,Uranus,1,Shared Goals,Intellectual_Connection,,
Venus,180,Uranus,-1,,,Lack of Trust,Commitment
Venus,180,Uranus,-1,,,Neglect,Commitment
Venus,180,Uranus,-1,,,Indifference,Emotional_Connection
Venus,0,Neptune,-1,Mutual Support,Emotional_Connection,,
Venus,0,Neptune,-1,,,Codependency,Emotional_Connection
Venus,60,Neptune,1,Shared Interests,Intellectual_Connection,,
Venus,60,Neptune,1,Engaging Conversations,Interaction,,
Venus,90,Neptune,-2,,,Lack of Trust,Commitment
Venus,90,Neptune,-2,,,Betrayals,Sincerity
Venus,90,Neptune,-2,,,Reserved,Interaction
Venus,90,Neptune,-2,,,Fragility,Commitment
Venus,120,Neptune,1,Effective Communication,Interaction,,
Venus,120,Neptune,1,Acceptance,Respect,,
Venus,120,Neptune,1,Chemistry,Emotional_Connection,,
Venus,120,Neptune,1,,,Disregard for Boundaries,Respect
Venus,120,Neptune,1,,,Unwillingness to Change,Commitment
Venus,180,Neptune,-2,,,Conflict Resolution,Interaction
Venus,180,Neptune,-2,,,Reserved,Interaction
Venus,180,Neptune,-2,,,Lack of Trust,Commitment
Venus,0,Pluto,-2,,,Manipulation and Control,Sincerity
Venus,0,Pluto,-2,,,Resentment,Respect
Venus,0,Pluto,-2,,,Lack of Support,Emotional_Connection
Venus,60,Pluto,1,Empathy,Emotional_Connection,,
Venus,90,Pluto,-3,,,Betrayals,Sincerity
Venus,90,Pluto,-3,,,Manipulation and Control,Sincerity
Venus,90,Pluto,-3,,,Resentment,Respect
Venus,90,Pluto,-3,,,Lack of Support,Emotional_Connection
Venus,120,Pluto,1,Shared Interests,Intellectual_Connection,,
Venus,120,Pluto,1,Resilience,Commitment,,
Venus,180,Pluto,-1,,,Lack for Consideration,Respect
Jupiter,0,First_House,2,Gratitude,Sincerity,,
Jupiter,0,First_House,2,Forgiveness,Respect,,
Jupiter,0,First_House,2,Adaptability,Commitment,,
Jupiter,60,First_House,2,Forgiveness,Respect,,
Jupiter,60,First_House,2,Adaptability,Commitment,,
Jupiter,60,First_House,2,Openness,Interaction,,
Jupiter,90,First_House,-1,,,Reserved,Interaction
Jupiter,120,First_House,2,Forgiveness,Respect,,
Jupiter,120,First_House,2,Adaptability,Commitment,,
Jupiter,120,First_House,2,Openness,Interaction,,
Jupiter,180,First_House,2,Forgiveness,Respect,,
Jupiter,180,First_House,2,Adaptability,Commitment,,
Jupiter,180,First_House,2,Openness,Interaction,,
Jupiter,0,Sun,3,Sense of Humor,Intellectual_Connection,,
Jupiter,0,Sun,3,Openness,Interaction,,
Jupiter,0,Sun,3,Shared Goals,Intellectual_Connection,,
Jupiter,0,Sun,3,Personality Traits,Interaction,,
Jupiter,60,Sun,2,Trust,Commitment,,
Jupiter,60,Sun,2,Time Together,Commitment,,
Jupiter,90,Sun,-2,,,Differing Values,Intellectual_Connection
Jupiter,90,Sun,-2,,,Reserved,Interaction
Jupiter,90,Sun,-2,,,Differing Goals,Intellectual_Connection
Jupiter,120,Sun,3,Mutual Respect,Respect,,
Jupiter,120,Sun,3,Shared Goals,Intellectual_Connection,,
Jupiter,120,Sun,3,Honesty,Sincerity,,
Jupiter,180,Sun,-2,,,Differing Goals,Intellectual_Connection
Jupiter,180,Sun,-2,,,Differing Values,Intellectual_Connection
Jupiter,0,Moon,3,Honesty,Sincerity,,
Jupiter,0,Moon,3,Empathy,Emotional_Connection,,
Jupiter,0,Moon,3,Openness,Interaction,,
Jupiter,0,Moon,3,Conflict Resolution,Interaction,,
Jupiter,0,Moon,3,Equality,Sincerity,,
Jupiter,60,Moon,2,Engaging Conversations,Interaction,,
Jupiter,60,Moon,2,Equality,Sincerity,,
Jupiter,60,Moon,2,Conflict Resolution,Interaction,,
Jupiter,90,Moon,-1,,,Fragility,Commitment
Jupiter,90,Moon,-1,,,Differing Sense of Humor,Intellectual_Connection
Jupiter,90,Moon,-1,,,Reserved,Interaction
Jupiter,120,Moon,2,Engaging Conversations,Interaction,,
Jupiter,120,Moon,2,Equality,Sincerity,,
Jupiter,120,Moon,2,Conflict Resolution,Interaction,,
Jupiter,0,Mercury,3,Boundaries,Respect,,
Jupiter,0,Mercury,3,Shared Interests,Intellectual_Connection,,
Jupiter,0,Mercury,3,Sense of Humor,Intellectual_Connection,,
Jupiter,0,Mercury,3,Openness,Interaction,,
Jupiter,0,Mercury,3,Acceptance,Respect,,
Jupiter,60,Mercury,3,Boundaries,Respect,,
Jupiter,60,Mercury,3,Shared Interests,Intellectual_Connection,,
Jupiter,60,Mercury,3,Sense of Humor,Intellectual_Connection,,
Jupiter,60,Mercury,3,Openness,Interaction,,
Jupiter,60,Mercury,3,Acceptance,Respect,,
Jupiter,90,Mercury,-1,,,Lack of Chemistry,Emotional_Connection
Jupiter,90,Mercury,-1,,,Differing Sense of Humor,Intellectual_Connection
Jupiter,120,Mercury,3,Boundaries,Respect,,
Jupiter,120,Mercury,3,Shared Interests,Intellectual_Connection,,
Jupiter,120,Mercury,3,Sense of Humor,Intellectual_Connection,,
Jupiter,120,Mercury,3,Openness,Interaction,,
Jupiter,120,Mercury,3,Acceptance,Respect,,
Jupiter,180,Mercury,-1,,,Lack of Chemistry,Emotional_Connection
Jupiter,180,Mercury,-1,,,Differing Sense of Humor,Intellectual_Connection
Jupiter,0,Mars,1,Resilience,Commitment,,
Jupiter,0,Mars,1,Mutual Support,Emotional_Connection,,
Jupiter,60,Mars,2,Gratitude,Sincerity,,
Jupiter,60,Mars,2,Shared Interests,Intellectual_Connection,,
Jupiter,60,Mars,2,Engaging Conversations,Interaction,,
Jupiter,90,Mars,-2,,,Differing Values,Intellectual_Connection
Jupiter,90,Mars,-2,,,Indifference,Emotional_Connection
Jupiter,90,Mars,-2,,,Unresponsive Interactions,Interaction
Jupiter,120,Mars,2,Mutual Support,Emotional_Connection,,
Jupiter,120,Mars,2,Mutual Respect,Respect,,
Jupiter,120,Mars,2,Loyalty,Sincerity,,
Jupiter,180,Mars,-2,,,Differing Values,Intellectual_Connection
Jupiter,0,Venus,2,Personality Traits,Interaction,,
Jupiter,0,Venus,2,Openness,Interaction,,
Jupiter,0,Venus,2,Mutual Support,Emotional_Connection,,
Jupiter,0,Venus,2,Shared Goals,Intellectual_Connection,,
Jupiter,0,Venus,2,,,Codependency,Emotional_Connection
Jupiter,60,Venus,2,Personality Traits,Interaction,,
Jupiter,60,Venus,2,Openness,Interaction,,
Jupiter,60,Venus,2,Shared Values,Intellectual_Connection,,
Jupiter,60,Venus,2,Forgiveness,Respect,,
Jupiter,60,Venus,2,,,Disregard for Boundaries,Respect
Jupiter,90,Venus,-1,,,Reserved,Interaction
Jupiter,90,Venus,-1,,,Lack of Support,Emotional_Connection
Jupiter,120,Venus,2,Personality Traits,Interaction,,
Jupiter,120,Venus,2,Openness,Interaction,,
Jupiter,120,Venus,2,Gratitude,Sincerity,,
Jupiter,120,Venus,2,Loyalty,Sincerity,,
Jupiter,120,Venus,2,Honesty,Sincerity,,
Jupiter,180,Venus,1,Chemistry,Emotional_Connection,,
Jupiter,0,Jupiter,3,Shared Goals,Intellectual_Connection,,
Jupiter,0,Jupiter,3,Forgiveness,Respect,,
Jupiter,0,Jupiter,3,Openness,Interaction,,
Jupiter,0,Jupiter,3,Adaptability,Commitment,,
Jupiter,0,Jupiter,3,Sense of Humor,Intellectual_Connection,,
Jupiter,60,Jupiter,3,Shared Goals,Intellectual_Connection,,
Jupiter,60,Jupiter,3,Forgiveness,Respect,,
Jupiter,60,Jupiter,3,Openness,Interaction,,
Jupiter,60,Jupiter,3,Adaptability,Commitment,,
Jupiter,60,Jupiter,3,Sense of Humor,Intellectual_Connection,,
Jupiter,90,Jupiter,-1,,,Differing Values,Intellectual_Connection
Jupiter,120,Jupiter,3,Shared Goals,Intellectual_Connection,,
Jupiter,120,Jupiter,3,Forgiveness,Respect,,
Jupiter,120,Jupiter,3,Openness,Interaction,,
Jupiter,120,Jupiter,3,Adaptability,Commitment,,
Jupiter,120,Jupiter,3,Sense of Humor,Intellectual_Connection,,
Jupiter,180,Jupiter,-1,,,Differing Values,Intellectual_Connection
Jupiter,0,Saturn,-1,,,Lack of Support,Emotional_Connection
Jupiter,60,Saturn,1,Conflict Resolution,Interaction,,
Jupiter,90,Saturn,-1,,,Lack of Support,Emotional_Connection
Jupiter,120,Saturn,1,Time Together,Commitment,,
Jupiter,120,Saturn,1,Mutual Support,Emotional_Connection,,
Jupiter,180,Saturn,-1,,,Lack of Support,Emotional_Connection
Saturn,0,First_House,2,Trust,Commitment,,
Saturn,0,First_House,2,Resilience,Commitment,,
Saturn,0,First_House,2,Loyalty,Sincerity,,
Saturn,60,First_House,2,Honesty,Sincerity,,
Saturn,60,First_House,2,Trust,Commitment,,
Saturn,60,First_House,2,,,Differing Sense of Humor,Intellectual_Connection
Saturn,90,First_House,-3,,,Conflict Resolution,Interaction
Saturn,90,First_House,-3,,,Lack of Chemistry,Emotional_Connection
Saturn,90,First_House,-3,,,Criticism,Respect
Saturn,90,First_House,-3,,,Differing Sense of Humor,Intellectual_Connection
Saturn,90,First_House,-3,,,Resentment,Respect
Saturn,120,First_House,2,Honesty,Sincerity,,
Saturn,120,First_House,2,Trust,Commitment,,
Saturn,180,First_House,2,Resilience,Commitment,,
Saturn,0,Sun,2,Trust,Commitment,,
Saturn,0,Sun,2,Loyalty,Sincerity,,
Saturn,0,Sun,2,Independence,Emotional_Connection,,
Saturn,60,Sun,2,Shared Interests,Intellectual_Connection,,
Saturn,60,Sun,2,Honesty,Sincerity,,
Saturn,60,Sun,2,Independence,Emotional_Connection,,
Saturn,90,Sun,-3,,,Betrayals,Sincerity
Saturn,90,Sun,-3,,,Conflict Resolution,Interaction
Saturn,90,Sun,-3,,,Frequent Disagreements,Interaction
Saturn,90,Sun,-3,,,Unresponsive Interactions,Interaction
Saturn,120,Sun,3,Mutual Respect,Respect,,
Saturn,120,Sun,3,Resilience,Commitment,,
Saturn,120,Sun,3,Trust,Commitment,,
Saturn,120,Sun,3,Independence,Emotional_Connection,,
Saturn,180,Sun,-2,,,Differing Values,Intellectual_Connection
Saturn,180,Sun,-2,,,Conflict Resolution,Interaction
Saturn,0,Moon,1,Trust,Commitment,,
Saturn,60,Moon,2,Trust,Commitment,,
Saturn,60,Moon,2,Empathy,Emotional_Connection,,
Saturn,60,Moon,2,Boundaries,Respect,,
Saturn,90,Moon,-4,,,Betrayals,Sincerity
Saturn,90,Moon,-4,,,Criticism,Respect
Saturn,90,Moon,-4,,,Differing Interests,Intellectual_Connection
Saturn,90,Moon,-4,,,Fragility,Commitment
Saturn,90,Moon,-4,,,Unwillingness to Change,Commitment
Saturn,90,Moon,-4,,,Differing Values,Intellectual_Connection
Saturn,120,Moon,2,Trust,Commitment,,
Saturn,120,Moon,2,Empathy,Emotional_Connection,,
Saturn,120,Moon,2,Boundaries,Respect,,
Saturn,180,Moon,-3,,,Differing Values,Intellectual_Connection
Saturn,180,Moon,-3,,,Unwillingness to Change,Commitment
Saturn,180,Moon,-3,,,Criticism,Respect
Saturn,180,Moon,-3,,,Differing Interests,Intellectual_Connection
Saturn,0,Mercury,-2,,,Criticism,Respect
Saturn,0,Mercury,-2,,,Lack of Chemistry,Emotional_Connection
Saturn,0,Mercury,-2,,,Differing Interests,Intellectual_Connection
Saturn,60,Mercury,2,Trust,Commitment,,
Saturn,60,Mercury,2,Mutual Respect,Respect,,
Saturn,90,Mercury,-2,,,Unresponsive Interactions,Interaction
Saturn,90,Mercury,-2,,,Criticism,Respect
Saturn,90,Mercury,-2,,,Differing Interests,Intellectual_Connection
Saturn,120,Mercury,2,Trust,Commitment,,
Saturn,120,Mercury,2,Mutual Respect,Respect,,
Saturn,120,Mercury,2,Mutual Support,Emotional_Connection,,
Saturn,180,Mercury,-2,,,Unresponsive Interactions,Interaction
Saturn,180,Mercury,-2,,,Criticism,Respect
Saturn,180,Mercury,-2,,,Differing Interests,Intellectual_Connection
Saturn,0,Mars,-2,,,Indifference,Emotional_Connection
Saturn,0,Mars,-2,,,Unwillingness to Change,Commitment
Saturn,60,Mars,2,Trust,Commitment,,
Saturn,60,Mars,2,Mutual Support,Emotional_Connection,,
Saturn,90,Mars,-3,,,Lack of Support,Emotional_Connection
Saturn,90,Mars,-3,,,Differing Sense of Humor,Intellectual_Connection
Saturn,90,Mars,-3,,,Frequent Disagreements,Interaction
Saturn,90,Mars,-3,,,Criticism,Respect
Saturn,90,Mars,-3,,,Differing Values,Intellectual_Connection
Saturn,90,Mars,-3,Resilience,Commitment,,
Saturn,120,Mars,2,Mutual Respect,Respect,,
Saturn,120,Mars,2,Boundaries,Respect,,
Saturn,120,Mars,2,Mutual Support,Emotional_Connection,,
Saturn,180,Mars,1,Resilience,Commitment,,
Saturn,0,Venus,-1,,,Criticism,Respect
Saturn,60,Venus,1,Time Together,Commitment,,
Saturn,60,Venus,1,Boundaries,Respect,,
Saturn,90,Venus,-3,,,Differing Sense of Humor,Intellectual_Connection
Saturn,90,Venus,-3,,,Lack of Support,Emotional_Connection
Saturn,90,Venus,-3,,,Lack of Trust,Commitment
Saturn,90,Venus,-3,,,Indifference,Emotional_Connection
Saturn,120,Venus,1,Trust,Commitment,,
Saturn,120,Venus,1,Gratitude,Sincerity,,
Saturn,180,Venus,-1,,,Criticism,Respect
Saturn,0,Jupiter,-1,,,Lack of Support,Emotional_Connection
Saturn,60,Jupiter,1,Conflict Resolution,Interaction,,
Saturn,90,Jupiter,-1,,,Lack of Support,Emotional_Connection
Saturn,120,Jupiter,1,Time Together,Commitment,,
Saturn,120,Jupiter,1,Mutual Support,Emotional_Connection,,
Saturn,180,Jupiter,-1,,,Lack of Support,Emotional_Connection
Saturn,0,Saturn,2,Loyalty,Sincerity,,
Saturn,0,Saturn,2,Resilience,Commitment,,
Saturn,0,Saturn,2,Honesty,Sincerity,,
Saturn,60,Saturn,1,Loyalty,Sincerity,,
Saturn,60,Saturn,1,Resilience,Commitment,,
Saturn,90,Saturn,-2,,,Criticism,Respect
Saturn,90,Saturn,-2,,,Lack of Trust,Commitment
Saturn,90,Saturn,-2,,,Neglect,Commitment
Saturn,90,Saturn,-2,,,Unwillingness to Change,Commitment
Saturn,120,Saturn,2,Loyalty,Sincerity,,
Saturn,120,Saturn,2,Resilience,Commitment,,
Saturn,120,Saturn,2,Gratitude,Sincerity,,
Saturn,180,Saturn,-1,,,Unwillingness to Change,Commitment
Uranus,0,First_House,1,Equality,Sincerity,,
Uranus,0,First_House,1,Shared Values,Intellectual_Connection,,
Uranus,60,First_House,1,Adaptability,Commitment,,
Uranus,60,First_House,1,Shared Values,Intellectual_Connection,,
Uranus,90,First_House,-1,,,Differing Values,Intellectual_Connection
Uranus,90,First_House,-1,,,Lack of Trust,Commitment
Uranus,90,First_House,-1,,,Neglect,Commitment
Uranus,120,First_House,1,Adaptability,Commitment,,
Uranus,120,First_House,1,Shared Values,Intellectual_Connection,,
Uranus,180,First_House,1,Adaptability,Commitment,,
Uranus,0,Sun,2,Equality,Sincerity,,
Uranus,0,Sun,2,Independence,Emotional_Connection,,
Uranus,60,Sun,2,Shared Interests,Intellectual_Connection,,
Uranus,60,Sun,2,,,Indifference,Emotional_Connection
Uranus,90,Sun,-2,,,Differing Values,Intellectual_Connection
Uranus,90,Sun,-2,,,Indifference,Emotional_Connection
Uranus,90,Sun,-2,,,Unresponsive Interactions,Interaction
Uranus,90,Sun,-2,,,Ego Clash,Interaction
Uranus,90,Sun,-2,,,Lack of Chemistry,Emotional_Connection
Uranus,120,Sun,2,Boundaries,Respect,,
Uranus,120,Sun,2,Acceptance,Respect,,
Uranus,120,Sun,2,,,Unwillingness to Change,Commitment
Uranus,180,Sun,-2,,,Differing Goals,Intellectual_Connection
Uranus,180,Sun,-2,,,Differing Values,Intellectual_Connection
Uranus,180,Sun,-2,Equality,Sincerity,,
Uranus,0,Moon,-1,,,Indifference,Emotional_Connection
Uranus,60,Moon,1,Equality,Sincerity,,
Uranus,60,Moon,1,Engaging Conversations,Interaction,,
Uranus,60,Moon,1,Independence,Emotional_Connection,,
Uranus,90,Moon,-2,,,Indifference,Emotional_Connection
Uranus,90,Moon,-2,,,Differing Values,Intellectual_Connection
Uranus,90,Moon,-2,,,Lack for Consideration,Respect
Uranus,120,Moon,1,Equality,Sincerity,,
Uranus,120,Moon,1,Engaging Conversations,Interaction,,
Uranus,120,Moon,1,Independence,Emotional_Connection,,
Uranus,180,Moon,-1,,,Indifference,Emotional_Connection
Uranus,180,Moon,-1,,,Differing Values,Intellectual_Connection
Uranus,180,Moon,-1,,,Lack for Consideration,Respect
Uranus,0,Mercury,1,Mutual Respect,Respect,,
Uranus,60,Mercury,2,Equality,Sincerity,,
Uranus,60,Mercury,2,Honesty,Sincerity,,
Uranus,60,Mercury,2,Engaging Conversations,Interaction,,
Uranus,60,Mercury,2,,,Indifference,Emotional_Connection
Uranus,90,Mercury,-2,,,Ego Clash,Interaction
Uranus,90,Mercury,-2,,,Indifference,Emotional_Connection
Uranus,120,Mercury,2,Equality,Sincerity,,
Uranus,120,Mercury,2,Honesty,Sincerity,,
Uranus,180,Mercury,1,Honesty,Sincerity,,
Uranus,180,Mercury,1,Equality,Sincerity,,
Uranus,180,Mercury,1,,,Indifference,Emotional_Connection
Uranus,0,Mars,1,Openness,Interaction,,
Uranus,60,Mars,1,Mutual Support,Emotional_Connection,,
Uranus,90,Mars,-1,,,Lack of Trust,Commitment
Uranus,90,Mars,-1,,,Lack of Chemistry,Emotional_Connection
Uranus,90,Mars,-1,,,Differing Sense of Humor,Intellectual_Connection
Uranus,90,Mars,-1,,,Lack of Chemistry,Emotional_Connection
Uranus,90,Mars,-1,,,Unresponsive Interactions,Interaction
Uranus,90,Mars,-1,,,Conflict Resolution,Interaction
Uranus,120,Mars,1,Acceptance,Respect,,
Uranus,120,Mars,1,Equality,Sincerity,,
Uranus,180,Mars,-1,,,Lack of Chemistry,Emotional_Connection
Uranus,180,Mars,-1,,,Differing Goals,Intellectual_Connection
Uranus,0,Venus,-1,,,Differing Interests,Intellectual_Connection
Uranus,60,Venus,1,Sense of Humor,Intellectual_Connection,,
Uranus,60,Venus,1,Shared Goals,Intellectual_Connection,,
Uranus,90,Venus,-1,,,Lack of Trust,Commitment
Uranus,90,Venus,-1,,,Neglect,Commitment
Uranus,120,Venus,1,Sense of Humor,Intellectual_Connection,,
Uranus,120,Venus,1,Shared Goals,Intellectual_Connection,,
Uranus,180,Venus,-1,,,Lack of Trust,Commitment
Uranus,180,Venus,-1,,,Neglect,Commitment
Uranus,180,Venus,-1,,,Indifference,Emotional_Connection
Neptune,0,First_House,-1,,,Dishonesty,Sincerity
Neptune,60,First_House,1,Shared Values,Intellectual_Connection,,
Neptune,60,First_House,1,Acceptance,Respect,,
Neptune,60,First_House,1,,,Fragility,Commitment
Neptune,90,First_House,-1,,,Lack of Trust,Commitment
Neptune,90,First_House,-1,,,Unresponsive Interactions,Interaction
Neptune,90,First_House,-1,,,Resentment,Respect
Neptune,90,First_House,-1,,,Betrayals,Sincerity
Neptune,90,First_House,-1,,,Dishonesty,Sincerity
Neptune,90,First_House,-1,,,Differing Values,Intellectual_Connection
Neptune,120,First_House,1,Shared Values,Intellectual_Connection,,
Neptune,120,First_House,1,Acceptance,Respect,,
Neptune,180,First_House,1,Adaptability,Commitment,,
Neptune,0,Sun,-1,,,Codependency,Emotional_Connection
Neptune,0,Sun,-1,,,Disregard for Boundaries,Respect
Neptune,60,Sun,1,Empathy,Emotional_Connection,,
Neptune,90,Sun,-2,,,Dishonesty,Sincerity
Neptune,90,Sun,-2,,,Betrayals,Sincerity
Neptune,90,Sun,-2,,,Fragility,Commitment
Neptune,120,Sun,2,Forgiveness,Respect,,
Neptune,120,Sun,2,Acceptance,Respect,,
Neptune,180,Sun,-1,,,Dishonesty,Sincerity
Neptune,180,Sun,-1,,,Differing Values,Intellectual_Connection
Neptune,0,Moon,1,Empathy,Emotional_Connection,,
Neptune,0,Moon,1,Acceptance,Respect,,
Neptune,60,Moon,1,Shared Interests,Intellectual_Connection,,
Neptune,60,Moon,1,Empathy,Emotional_Connection,,
Neptune,90,Moon,-2,,,Jealousy and Competition,Sincerity
Neptune,90,Moon,-2,,,Betrayals,Sincerity
Neptune,90,Moon,-2,,,Reserved,Interaction
Neptune,90,Moon,-2,,,Dishonesty,Sincerity
Neptune,120,Moon,1,Forgiveness,Respect,,
Neptune,120,Moon,1,Gratitude,Sincerity,,
Neptune,180,Moon,-2,,,Jealousy and Competition,Sincerity
Neptune,180,Moon,-2,,,Betrayals,Sincerity
Neptune,180,Moon,-2,,,Reserved,Interaction
Neptune,180,Moon,-2,,,Dishonesty,Sincerity
Neptune,0,Mercury,-1,,,Fragility,Commitment
Neptune,60,Mercury,1,Shared Interests,Intellectual_Connection,,
Neptune,60,Mercury,1,Time Together,Commitment,,
Neptune,60,Mercury,1,Shared Values,Intellectual_Connection,,
Neptune,90,Mercury,-2,,,Betrayals,Sincerity
Neptune,90,Mercury,-2,,,Dishonesty,Sincerity
Neptune,90,Mercury,-2,,,Neglect,Commitment
Neptune,90,Mercury,-2,,,Lack of Trust,Commitment
Neptune,120,Mercury,1,Shared Values,Intellectual_Connection,,
Neptune,120,Mercury,1,Engaging Conversations,Interaction,,
Neptune,120,Mercury,1,Forgiveness,Respect,,
Neptune,120,Mercury,1,,,Codependency,Emotional_Connection
Neptune,180,Mercury,-2,,,Betrayals,Sincerity
Neptune,180,Mercury,-2,,,Dishonesty,Sincerity
Neptune,180,Mercury,-2,,,Neglect,Commitment
Neptune,180,Mercury,-2,,,Lack of Trust,Commitment
Neptune,0,Mars,-2,,,Differing Sense of Humor,Intellectual_Connection
Neptune,0,Mars,-2,,,Codependency,Emotional_Connection
Neptune,0,Mars,-2,,,Disregard for Boundaries,Respect
Neptune,60,Mars,1,Adaptability,Commitment,,
Neptune,60,Mars,1,Conflict Resolution,Interaction,,
Neptune,60,Mars,1,,,Neglect,Commitment
Neptune,90,Mars,-1,,,Lack of Trust,Commitment
Neptune,90,Mars,-1,,,Neglect,Commitment
Neptune,90,Mars,-1,,,Lack of Support,Emotional_Connection
Neptune,90,Mars,-1,,,Differing Values,Intellectual_Connection
Neptune,90,Mars,-1,,,Differing Goals,Intellectual_Connection
Neptune,120,Mars,1,Forgiveness,Respect,,
Neptune,120,Mars,1,Adaptability,Commitment,,
Neptune,120,Mars,1,Conflict Resolution,Interaction,,
Neptune,120,Mars,1,,,Unresponsive Interactions,Interaction
Neptune,180,Mars,-1,,,Reserved,Interaction
Neptune,180,Mars,-1,,,Resentment,Respect
Neptune,0,Venus,-1,Mutual Support,Emotional_Connection,,
Neptune,0,Venus,-1,,,Codependency,Emotional_Connection
Neptune,60,Venus,1,Shared Interests,Intellectual_Connection,,
Neptune,60,Venus,1,Engaging Conversations,Interaction,,
Neptune,90,Venus,-2,,,Lack of Trust,Commitment
Neptune,90,Venus,-2,,,Betrayals,Sincerity
Neptune,90,Venus,-2,,,Reserved,Interaction
Neptune,90,Venus,-2,,,Fragility,Commitment
Neptune,120,Venus,1,Effective Communication,Interaction,,
Neptune,120,Venus,1,Acceptance,Respect,,
Neptune,120,Venus,1,Chemistry,Emotional_Connection,,
Neptune,120,Venus,1,,,Disregard for Boundaries,Respect
Neptune,120,Venus,1,,,Unwillingness to Change,Commitment
Neptune,180,Venus,-2,,,Conflict Resolution,Interaction
Neptune,180,Venus,-2,,,Reserved,Interaction
Neptune,180,Venus,-2,,,Lack of Trust,Commitment
Pluto,90,First_House,-3,,,Betrayals,Sincerity
Pluto,90,First_House,-3,,,Resentment,Respect
Pluto,90,First_House,-3,,,Disregard for Boundaries,Respect
Pluto,90,First_House,-3,,,Dishonesty,Sincerity
Pluto,90,First_House,-3,,,Jealousy and Competition,Sincerity
Pluto,90,First_House,-3,,,Lack for Consideration,Respect
Pluto,90,First_House,-3,,,Manipulation and Control,Sincerity
Pluto,180,First_House,-2,,,Resentment,Respect
Pluto,180,First_House,-2,,,Disregard for Boundaries,Respect
Pluto,180,First_House,-2,,,Jealousy and Competition,Sincerity
Pluto,180,First_House,-2,,,Lack for Consideration,Respect
Pluto,180,First_House,-2,,,Manipulation and Control,Sincerity
Pluto,0,Sun,-1,,,Manipulation and Control,Sincerity
Pluto,60,Sun,1,Resilience,Commitment,,
Pluto,60,Sun,1,,,Reserved,Interaction
Pluto,90,Sun,-3,,,Manipulation and Control,Sincerity
Pluto,90,Sun,-3,,,Betrayals,Sincerity
Pluto,90,Sun,-3,,,Dishonesty,Sincerity
Pluto,90,Sun,-3,,,Jealousy and Competition,Sincerity
Pluto,90,Sun,-3,,,Unwillingness to Change,Commitment
Pluto,120,Sun,1,Resilience,Commitment,,
Pluto,180,Sun,-2,,,Differing Goals,Intellectual_Connection
Pluto,180,Sun,-2,,,Ego Clash,Interaction
Pluto,180,Sun,-2,,,Unwillingness to Change,Commitment
Pluto,0,Moon,-2,,,Manipulation and Control,Sincerity
Pluto,0,Moon,-2,,,Dishonesty,Sincerity
